document_name,query,codes
CO_HB_24_1152,"18) ""RESTRICTIVE DESIGN OR DIMENSION STANDARD"" MEANS A STANDARD IN A LOCAL LAW THAT: 

(a) REQUIRES AN ARCHITECTURAL STYLE, BUILDING MATERIAL, OR LANDSCAPING THAT IS MORE RESTRICTIVE FOR AN ACCESSORY DWELLING UNIT THAN FOR A SINGLE-UNIT DETACHED DWELLING IN THE SAME ZONING DISTRICT; 

(b) DOES NOT ALLOW FOR ACCESSORY DWELLING UNIT SIZES 

PAGE 9-HOUSE BILL 24-1152

BETWEEN FIVE HUNDRED AND SEVEN HUNDRED FIFTY SQUARE FEET; 

(C) REQUIRES SIDE SETBACKS FOR AN ACCESSORY DWELLING UNIT THAT ARE LARGER THAN THE SIDE SETBACKS REQUIRED FOR A PRIMARY DWELLING UNIT IN THE SAME ZONING DISTRICT; 

(d) REQUIRES A REAR SETBACK FOR AN ACCESSORY DWELLING UNIT THAT IS LARGER THAN THE GREATER OF: 

(I) THE REAR SETBACK REQUIRED FOR OTHER ACCESSORY BUILDING TYPES IN THE SAME ZONING DISTRICT; OR 

(II) FIVE FEET; 

(e) IS A MORE RESTRICTIVE MINIMUM LOT SIZE STANDARD FOR AN ACCESSORY DWELLING UNIT THAN FOR A SINGLE-UNIT DETACHED DWELLING IN THE SAME ZONING DISTRICT; OR 

(f) APPLIES MORE RESTRICTIVE AESTHETIC DESIGN OR DIMENSIONAL STANDARDS TO ACCESSORY DWELLING UNITS THAT ARE FACTORY-BUILT RESIDENTIAL STRUCTURES, AS DEFINED IN SECTION 24-32-3302 (10), THAN OTHER ACCESSORY DWELLING UNITS.",['Definition']
CO_HB_24_1152,"19) (a) ""SHORT-TERM RENTAL"" MEANS THE RENTAL OF A LODGING UNIT FOR LESS THAN THIRTY DAYS. AS USED IN THIS SUBSECTION (19), ""LODGING UNIT"" MEANS ANY PROPERTY OR PORTION OF A PROPERTY THAT IS AVAILABLE FOR LODGING; EXCEPT THAT THE TERM EXCLUDES A HOTEL OR MOTEL UNIT. 

(b) NOTWITHSTANDING SUBSECTION (19)(a) OF THIS SECTION, A LOCAL GOVERNMENT MAY APPLY ITS OWN DEFINITION OF ""SHORT-TERM RENTAL"" FOR PURPOSES OF THIS PART 1","['Short-term Rentals', 'Definition']"
CO_HB_24_1152,"(20) ""SINGLE-UNIT DETACHED DWELLING"" MEANS A DETACHED BUILDING WITH A SINGLE DWELLING UNIT ON A SINGLE LOT.",['Definition']
CO_HB_24_1152,"(21) ""SUBJECT JURISDICTION"" MEANS EITHER: 

(a) A MUNICIPALITY THAT BOTH HAS A POPULATION OF ONE THOUSAND OR MORE, AS REPORTED BY THE STATE DEMOGRAPHY OFFICE, 

PAGE 10-HOUSE BILL 24-1152

AND IS WITHIN A METROPOLITAN PLANNING ORGANIZATION; OR 

(b) THE PORTION OF A COUNTY THAT IS BOTH WITHIN A CENSUS DESIGNATED PLACE WITH A POPULATION OF FORTY THOUSAND OR MORE, AS REPORTED IN THE MOST RECENT DECENNIAL CENSUS, AND WITHIN A METROPOLITAN PLANNING ORGANIZATION.","['Definition', 'Urban']"
CO_HB_24_1152,"22) ""TANDEM PARKING SPACE"" MEANS A PARKING SPACE THAT IS LOCATED EITHER IN FRONT OF OR BEHIND ONE OR MORE OTHER PARKING SPACES THAT SHARE THE SAME POINT OF ACCESS.",['Definition']
CO_HB_24_1152,"(23) ""UNIVERSAL DESIGN"" MEANS ANY DWELLING UNIT DESIGNED AND CONSTRUCTED TO BE SAFE AND ACCESSIBLE FOR ANY INDIVIDUAL REGARDLESS OF AGE OR ABILITIES.",['Definition']
CO_HB_24_1152,"24) ""VISITABLE UNIT"" MEANS A DWELLING UNIT THAT A PERSON WITH A DISABILITY CAN ENTER, MOVE AROUND THE PRIMARY ENTRANCE FLOOR OF, AND USE THE BATHROOM IN.",['Definition']
CO_HB_24_1152,"9-35-103. Accessory dwelling unit requirements for a subject jurisdiction. (1) ON OR AFTER JUNE 30, 2025, A SUBJECT JURISDICTION SHALL ALLOW, SUBJECT TO AN ADMINISTRATIVE APPROVAL PROCESS, ONE ACCESSORY DWELLING UNIT AS AN ACCESSORY USE TO A SINGLE-UNIT DETACHED DWELLING IN ANY PART OF THE SUBJECT JURISDICTION WHERE THE JURISDICTION ALLOWS SINGLE-UNIT DETACHED DWELLINGS.","['As of Right', 'ADU', 'Urban', 'Requirement']"
CO_HB_24_1152,"2) ON OR AFTER JUNE 30, 2025, A SUBJECT JURISDICTION SHALL NOT: 

(a) REQUIRE THE CONSTRUCTION OF A NEW OFF-STREET PARKING SPACE IN CONNECTION WITH THE CONSTRUCTION OR CONVERSION OF AN ACCESSORY DWELLING UNIT, EXCEPT AS DESCRIBED IN SUBSECTIONS (3)(a) AND (3)(b) OF THIS SECTION;","['Parking', 'Time of Adoption', 'Local Gov', 'ADU', 'Urban', 'Requirement']"
CO_HB_24_1152,"(b) REQUIRE AN ACCESSORY DWELLING UNIT, OR ANY OTHER DWELLING ON THE SAME LOT AS AN ACCESSORY DWELLING UNIT, TO BE OWNER-OCCUPIED; EXCEPT THAT A SUBJECT JURISDICTION MAY REQUIRE A PROPERTY OWNER TO DEMONSTRATE THAT THE PROPERTY OWNER RESIDES ON THE PARCEL WHEN AN APPLICATION IS SUBMITTED: 

PAGE 11-HOUSE BILL 24-1152

(I) To CONSTRUCT OR CONVERT AN ACCESSORY DWELLING UNIT. THIS EXCEPTION DOES NOT APPLY FOR AN ACCESSORY DWELLING UNIT THAT IS BEING CONSTRUCTED SIMULTANEOUSLY WITH A NEW PRIMARY DWELLING UNIT. 

(II) FOR A LICENSE OR PERMIT FOR A SHORT-TERM RENTAL ON THE PARCEL THROUGH A LOCAL LAW OR PROGRAM.","['Local Gov', 'Urban', 'Occupancy Limits', 'ADU', 'Requirement']"
CO_HB_24_1152,c) APPLY A RESTRICTIVE DESIGN OR DIMENSION STANDARD TO AN ACCESSORY DWELLING UNIT.,"['Building & Design Standards', 'Local Gov', 'ADU', 'Urban', 'Requirement']"
CO_HB_24_1152,"29-35-104. Accessory dwelling unit supportive jurisdiction report - certification of a jurisdiction as an accessory dwelling unit supportive jurisdiction. (1) (a) IN ORDER TO BE CERTIFIED AS AN ACCESSORY DWELLING UNIT SUPPORTIVE JURISDICTION BY THE DEPARTMENT, A LOCAL GOVERNMENT MUST SUBMIT TO THE DEPARTMENT, IN A FORM AND MANNER DETERMINED BY THE DEPARTMENT, A REPORT DEMONSTRATING EVIDENCE OF THE LOCAL GOVERNMENT: 

(I) COMPLYING WITH SECTION 29-35-103 AS A SUBJECT JURISDICTION OR, IF THE LOCAL GOVERNMENT IS NOT A SUBJECT JURISDICTION, AS IF THE LOCAL GOVERNMENT WERE A SUBJECT JURISDICTION FOR PURPOSES OF SECTION 29-35-103; AND","['Reporting', 'Local Gov', 'Requirement']"
CO_HB_24_1152,"II) IMPLEMENTING ONE OR MORE OF THE FOLLOWING STRATEGIES: 

(A) WAIVING, REDUCING, OR PROVIDING FINANCIAL ASSISTANCE FOR ACCESSORY DWELLING UNIT-RELATED FEES THAT ARE INCURRED BY LOW- AND MODERATE-INCOME HOUSEHOLDS; 

(B) ENACTING LOCAL LAWS OR PROGRAMS THAT INCENTIVIZE THE AFFORDABILITY OF CERTAIN ACCESSORY DWELLING UNITS INCLUDING ACCESSORY DWELLING UNITS USED PRIMARILY TO HOUSE THE LOCAL WORKFORCE; 

PAGE 14-HOUSE BILL 24-1152

(C) PROVIDING PRE-APPROVED PLANS FOR THE CONSTRUCTION OF ACCESSORY DWELLING UNITS; 

(D) IMPLEMENTING A PROGRAM TO PROVIDE EDUCATION AND TECHNICAL ASSISTANCE TO HOMEOWNERS TO CONSTRUCT OR CONVERT AN ACCESSORY DWELLING UNIT; 

(E) IMPLEMENTING A PROGRAM TO REGULATE THE USE OF ACCESSORY DWELLING UNITS FOR SHORT-TERM RENTALS; 

(F) ENACTING LOCAL LAWS THAT INCENTIVIZE THE CONSTRUCTION AND CONVERSION OF ACCESSIBLE AND VISITABLE ACCESSORY DWELLING UNITS; 

(G) ASSISTING PROPERTY OWNERS WITH ENSURING THAT PRE-EXISTING ACCESSORY DWELLING UNITS COMPLY WITH LOCAL LAWS; 

(f) ENABLING A PATHWAY FOR THE SEPARATE SALE OF AN ACCESSORY DWELLING UNIT; 

(I) ENACTING LOCAL LAWS THAT ENCOURAGE THE CONSTRUCTION OF ACCESSORY DWELLING UNITS THAT ARE FACTORY-BUILT RESIDENTIAL STRUCTURES, AS DEFINED IN SECTION 24-32-3302 (10); OR 

(J) ANY OTHER STRATEGY THAT IS APPROVED BY THE DEPARTMENT AND THAT ENCOURAGES THE CONSTRUCTION, CONVERSION, OR USE OF ACCESSORY DWELLING UNITS.",['Conditional Exemption']
CO_HB_24_1152,"(b) (I) ON OR BEFORE JUNE 30,2025, A SUBJECT JURISDICTION SHALL SUBMIT THE REPORT DESCRIBED IN SUBSECTION (1)(a) OF THIS SECTION.","['Time of Adoption', 'Reporting', 'Local Gov']"
CO_HB_24_1152,"(II) NOTWITHSTANDING SUBSECTION (1)(b)(I) OF THIS SECTION, THE DEPARTMENT MAY ALLOW A SUBJECT JURISDICTION TO SUBMIT THE REPORT DESCRIBED IN SUBSECTION (1)(a) OF THIS SECTION NO MORE THAN SIX MONTHS AFTER THE DEADLINE DESCRIBED IN SUBSECTION (1)(b)(I) OF THIS SECTION IF THE SUBJECT JURISDICTION DEMONSTRATES, IN A FORM AND MANNER DETERMINED BY THE DEPARTMENT, THAT THE SUBJECT JURISDICTION HAS: 

(A) INITIATED A PROCESS TO UPDATE ITS LOCAL LAWS AS NECESSARY 

PAGE 15-HOUSE BILL 24-1152

TO COMPLY WITH THE REQUIREMENTS OF THE REPORT DESCRIBED IN SUBSECTION (1)(a) OF THIS SECTION; 

(B) A PLAN AND TIMELINE TO UPDATE ITS LOCAL LAWS AS NECESSARY TO COMPLY WITH THE REQUIREMENTS OF THE REPORT DESCRIBED IN SUBSECTION (1)(a) OF THIS SECTION; AND 

(C) PROVIDED AN EXPLANATION FOR NOT BEING ABLE TO MEET THE DEADLINE DESCRIBED IN SUBSECTION (1)(b)(I) OF THIS SECTION.","['Reporting', 'Local Gov', 'Authorization']"
CO_HB_24_1152,"(c) IF A LOCAL GOVERNMENT THAT IS NOT A SUBJECT JURISDICTION SUBMITS A REPORT PURSUANT TO SUBSECTION (1)(a) OF THIS SECTION, THAT LOCAL GOVERNMENT SHALL, AS PART OF THE REPORT, SUBMIT EVIDENCE OF COMPLYING WITH THE REQUIREMENTS FOR A SUBJECT JURISDICTION DESCRIBED IN SECTION 29-35-103.","['Reporting', 'Local Gov', 'Requirement']"
CO_HB_24_1152,"2) (a) WITHIN NINETY DAYS OF RECEIVING A LOCAL GOVERNMENT'S REPORT SUBMITTED PURSUANT TO SUBSECTION (1)(a) OF THIS SECTION, THE DEPARTMENT SHALL REVIEW THE REPORT, EITHER APPROVE OR REJECT THE REPORT, AND PROVIDE FEEDBACK TO THE LOCAL GOVERNMENT ON THE REPORT.","['Reporting', 'Requirement', 'State Gov']"
CO_HB_24_1152,"b) IF THE DEPARTMENT APPROVES A LOCAL GOVERNMENT'S REPORT SUBMITTED PURSUANT TO SUBSECTION (1)(a) OF THIS SECTION, THE DEPARTMENT SHALL ISSUE TO THAT LOCAL GOVERNMENT A CERTIFICATE INDICATING THAT THE LOCAL GOVERNMENT QUALIFIES AS AN ACCESSORY DWELLING UNIT SUPPORTIVE JURISDICTION. THE DEPARTMENT MAY REVOKE SUCH A CERTIFICATE IF A LOCAL GOVERNMENT DOES NOT SATISFY THE REQUIREMENTS OF SUBSECTION (1)(a) OF THIS SECTION.","['Reporting', 'ADU', 'State Gov', 'Requirement']"
CO_HB_24_1152,"(c) IF THE DEPARTMENT REJECTS A LOCAL GOVERNMENT'S REPORT SUBMITTED PURSUANT TO SUBSECTION (1)(a) OF THIS SECTION, THE DEPARTMENT MAY GRANT THE LOCAL GOVERNMENT AN ADDITIONAL ONE HUNDRED TWENTY DAYS TO CORRECT ANY DEFICIENCIES IDENTIFIED IN THE REPORT AND RESUBMIT AN AMENDED REPORT. WITHIN NINETY DAYS OF RECEIVING AN AMENDED REPORT, THE DEPARTMENT SHALL REVIEW THE AMENDED REPORT, EITHER APPROVE OR REJECT THE AMENDED REPORT, AND PROVIDE FEEDBACK ON THE AMENDED REPORT.","['Reporting', 'Local Gov', 'Requirement']"
CO_HB_24_1152,"(3) THE DEPARTMENT, IN CONSULTATION WITH THE DEPARTMENT OF 

PAGE 16-HOUSE BILL 24-1152

TRANSPORTATION, THE COLORADO ENERGY OFFICE, AND THE COLORADO OFFICE OF ECONOMIC DEVELOPMENT, MAY DEVELOP POLICIES AND PROCEDURES AS NECESSARY TO IMPLEMENT THIS SECTION.","['Reporting', 'State Gov', 'Authorization']"
CO_HB_24_1152,"29-35-105. Accessory dwelling unit fee reduction and encouragement grant program - created - application - criteria - awards - fund - reporting requirements - rules - definitions - repeal. (1) THE ACCESSORY DWELLING UNIT FEE REDUCTION AND ENCOURAGEMENT GRANT PROGRAM IS CREATED IN THE DEPARTMENT TO PROVIDE GRANTS TO ACCESSORY DWELLING UNIT SUPPORTIVE JURISDICTIONS FOR ACTIVITIES THAT PROMOTE THE CONSTRUCTION OF ACCESSORY DWELLING UNITS, INCLUDING BUT NOT LIMITED TO, OFFSETTING COSTS INCURRED IN CONNECTION WITH DEVELOPING PRE-APPROVED ACCESSORY DWELLING UNIT PLANS, PROVIDING TECHNICAL ASSISTANCE TO PERSONS CONVERTING OR CONSTRUCTING ACCESSORY DWELLING UNITS, OR WAIVING, REDUCING, OR PROVIDING FINANCIAL ASSISTANCE FOR ACCESSORY DWELLING UNIT ASSOCIATED FEES AND OTHER REQUIRED COSTS.","['Increasing Grant/Funding Access', 'ADU', 'Local Gov', 'Requirement', 'Conditional Incentives']"
CO_HB_24_1152,"(2) GRANT RECIPIENTS MAY USE THE MONEY RECEIVED THROUGH THE GRANT PROGRAM TO OFFSET BOTH ELIGIBLE COSTS AND THE COST OF WAIVING, REDUCING, OR PROVIDING FINANCIAL ASSISTANCE FOR REASONABLE AND NECESSARY ACCESSORY DWELLING UNIT FEES AND OTHER REQUIRED COSTS FOR: 

(a) Low- AND MODERATE-INCOME HOUSEHOLDS; 

(b) AFFORDABLE ACCESSORY DWELLING UNITS; 

(c) ACCESSIBLE OR VISITABLE ACCESSORY DWELLING UNITS; 

(d) ACCESSORY DWELLING UNITS USED AS LONG-TERM RENTALS FOR MEMBERS OF THE LOCAL WORKFORCE; OR 

(e) ACCESSORY DWELLING UNITS USED TO SUPPORT OTHER DEMONSTRATED HOUSING NEEDS IN THE COMMUNITY","['Increasing Grant/Funding Access', 'Local Gov', 'Low-Income', 'Middle-Income', 'Workforce', 'Disabilities', 'ADU', 'Conditional Incentives', 'Requirement']"
CO_HB_24_1152,"(3) THE DEPARTMENT SHALL ADMINISTER THE GRANT PROGRAM AND, SUBJECT TO AVAILABLE APPROPRIATIONS, PROVIDE TECHNICAL ASSISTANCE, DEVELOP A TOOLKIT TO SUPPORT LOCAL GOVERNMENTS IN ENCOURAGING ACCESSORY DWELLING UNIT CONSTRUCTION, RECEIVE GRANT APPLICATIONS 

PAGE 17-HOUSE BILL 24-1152

AND AWARD GRANTS AS PROVIDED IN THIS SECTION.","['Technical Assistance', 'ADU', 'State Gov', 'Requirement']"
CO_HB_24_1152,"(4) To RECEIVE A GRANT, AN ACCESSORY DWELLING UNIT SUPPORTIVE JURISDICTION MUST SUBMIT AN APPLICATION TO THE DEPARTMENT IN ACCORDANCE WITH THE POLICIES AND PROCEDURES DEVELOPED BY THE DEPARTMENT PURSUANT TO SUBSECTION (9) OF THIS SECTION. AT A MINIMUM, THE APPLICATION MUST INCLUDE THE FOLLOWING: 

(a) A COPY OF THE CERTIFICATE ISSUED BY THE DEPARTMENT PURSUANT TO SECTION 29-35-104 CERTIFYING THAT THE LOCAL GOVERNMENT IS AN ACCESSORY DWELLING UNIT SUPPORTIVE JURISDICTION; 

(b) THE NUMBER OF ACCESSORY DWELLING UNITS THAT THE LOCAL GOVERNMENT HAS PERMITTED AND WHEN THE LOCAL GOVERNMENT PERMITTED THOSE ACCESSORY DWELLING UNITS; 

(c) THE TYPE AND COSTS OF FEES AND OTHER ELIGIBLE COSTS THAT THE LOCAL GOVERNMENT IS PROPOSING TO USE A GRANT AWARD TO PAY FOR; 

(d) THE NUMBER OF ACCESSORY DWELLING UNITS THAT THE LOCAL GOVERNMENT EXPECTS TO SUPPORT WITH A GRANT AWARD AND THE PERIOD FOR WHICH THE LOCAL GOVERNMENT INTENDS TO SUPPORT THOSE ACCESSORY DWELLING UNITS; AND 

(e) INFORMATION ABOUT THE TYPES OF HOUSEHOLDS AND ACCESSORY DWELLING UNITS THAT THE LOCAL GOVERNMENT INTENDS TO SUPPORT WITH A GRANT AWARD, SUCH AS WHETHER THE LOCAL GOVERNMENT INTENDS TO SUPPORT LOW- AND MODERATE-INCOME HOUSEHOLDS, AFFORDABLE ACCESSORY DWELLING UNITS, ACCESSIBLE OR VISITABLE ACCESSORY DWELLING UNITS, ACCESSORY DWELLING UNITS FOR HOUSING THE LOCAL WORKFORCE, OR ACCESSORY DWELLING UNITS SUPPORTING OTHER DEMONSTRATED HOUSING NEEDS IN THE COMMUNITY.","['Local Gov', 'Increasing Grant/Funding Access', 'ADU', 'Conditional Incentives', 'Requirement']"
CO_HB_24_1152,"(5) THE DEPARTMENT SHALL REVIEW THE APPLICATIONS RECEIVED PURSUANT TO SUBSECTION (4) OF THIS SECTION. IN AWARDING GRANTS, THE DEPARTMENT SHALL GIVE PRIORITY TO LOCAL GOVERNMENTS THAT: 

(a) IMPOSE ACCESSORY DWELLING UNIT FEES AND COSTS THAT ARE REASONABLE AND NECESSARY; 

PAGE 18-HOUSE BILL 24-1152

(b) HAVE DEMONSTRATED A SIGNIFICANT COMMITMENT TO FURTHER CONSTRUCTION AND CONVERSION OF ACCESSORY DWELLING UNITS THROUGH THE ADOPTION OF STRATEGIES DESCRIBED IN SECTION 29-35-104 (1)(a)(II); AND 

(C) PROVIDE OFFSETS FOR, OR WAIVE A GREATER NUMBER OF ACCESSORY DWELLING UNIT FEES FOR: 

(I) Low- AND MODERATE-INCOME HOUSEHOLDS; OR 

(II) ACCESSORY DWELLING UNITS THAT ARE RENTED TO LOW- AND MODERATE-INCOME HOUSEHOLDS.","['Low-Income', 'Middle-Income', 'ADU', 'State Gov', 'Requirement', 'Conditional Incentives']"
CO_HB_24_1152,"(6) IN AWARDING A GRANT, THE DEPARTMENT SHALL AWARD A LOCAL GOVERNMENT AN AMOUNT EQUAL TO NO MORE THAN FIFTEEN THOUSAND DOLLARS PER ACCESSORY DWELLING UNIT PERMITTED BY THE LOCAL GOVERNMENT, TO BE REIMBURSED BASED ON THE NUMBER OF PERMITTED ACCESSORY DWELLING UNITS.","['Budget Amount Allocated', 'Increasing Grant/Funding Access', 'Requirement']"
CO_HB_24_1152,"(7) (a) THE ACCESSORY DWELLING UNIT FEE REDUCTION AND ENCOURAGEMENT GRANT PROGRAM FUND IS CREATED IN THE STATE TREASURY. THE FUND CONSISTS OF ANY MONEY THAT THE GENERAL ASSEMBLY MAY TRANSFER OR APPROPRIATE TO THE FUND AND GIFTS, GRANTS, OR DONATIONS CREDITED TO THE FUND. THE STATE TREASURER SHALL CREDIT ALL INTEREST AND INCOME DERIVED FROM THE DEPOSIT AND INVESTMENT OF MONEY IN THE FUND TO THE FUND. 

(b) SUBJECT TO ANNUAL APPROPRIATION BY THE GENERAL ASSEMBLY, THE DEPARTMENT MAY EXPEND MONEY FROM THE FUND FOR THE PURPOSE OF IMPLEMENTING AND ADMINISTERING THE GRANT PROGRAM. 

(C) ON OR BEFORE JUNE 30, 2024, THE STATE TREASURER SHALL TRANSFER FIVE MILLION DOLLARS FROM THE GENERAL FUND TO THE FUND.","['Budget Amount Allocated', 'Increasing Grant/Funding Access', 'Requirement']"
CO_HB_24_1152,"(8) IN ACCORDANCE WITH THE POLICIES AND PROCEDURES DEVELOPED BY THE DEPARTMENT PURSUANT TO SUBSECTION (9) OF THIS SECTION, EACH LOCAL GOVERNMENT THAT RECEIVES A GRANT THROUGH THE GRANT PROGRAM SHALL SUBMIT A REPORT TO THE DEPARTMENT. AT A MINIMUM, THE REPORT MUST INCLUDE THE FOLLOWING INFORMATION: 

PAGE 19-HOUSE BILL 24-1152

(a) THE NUMBER OF ACCESSORY DWELLING UNITS WITH ACCESSORY DWELLING UNIT FEES OR COSTS THAT LOCAL GOVERNMENTS WAIVED, REDUCED, OR PROVIDED FINANCIAL ASSISTANCE FOR IN THE PAST YEAR; 

(b) THE TOTAL AMOUNT OF ELIGIBLE COSTS THAT LOCAL GOVERNMENTS INCURRED AND WERE REIMBURSED FOR THROUGH THE GRANT PROGRAM IN THE PAST YEAR IN CONNECTION WITH THE GRANT PROGRAM; 

(C) THE NUMBER OF THE ACCESSORY DWELLING UNITS DESCRIBED IN SUBSECTION (8)(a) OF THIS SECTION THAT WERE BUILT IN THE PAST YEAR THAT WERE BUILT BY LOW- AND MODERATE-INCOME HOUSEHOLDS, THAT ARE AFFORDABLE ACCESSORY DWELLING UNITS, AND THAT ARE VISITABLE OR ACCESSIBLE ACCESSORY DWELLING UNITS; 

(d) THE NUMBER OF ACCESSORY DWELLING UNITS THAT ARE FACTORY-BUILT RESIDENTIAL STRUCTURES, AS DEFINED IN SECTION 24-32-3302 (10); AND 

(e) THE NUMBER OF ACCESSORY DWELLING UNIT PERMITS AWARDED, DENIED, OR IN PROGRESS IN THE LOCAL GOVERNMENT'S JURISDICTION.","['Local Gov', 'Increasing Grant/Funding Access', 'ADU', 'Reporting', 'Conditional Incentives', 'Requirement']"
CO_HB_24_1152,"9) THE DEPARTMENT SHALL IMPLEMENT THE GRANT PROGRAM IN ACCORDANCE WITH THIS SECTION. THE DEPARTMENT SHALL DEVELOP, IN CONSULTATION WITH THE DEPARTMENT OF TRANSPORTATION, THE COLORADO ENERGY OFFICE, AND THE COLORADO OFFICE OF ECONOMIC DEVELOPMENT, POLICIES AND PROCEDURES BOTH AS REQUIRED IN THIS SECTION AND AS MAY BE NECESSARY TO IMPLEMENT THE GRANT PROGRAM.",['nan']
CO_HB_24_1152,"(10) AS USED IN THIS SECTION, UNLESS THE CONTEXT OTHERWISE REQUIRES: 

(a) ""ACCESSORY DWELLING UNIT FEE"" MEANS A REASONABLE AND NECESSARY FEE COLLECTED OR REQUIRED BY A LOCAL GOVERNMENT IN CONNECTION WITH THE CONSTRUCTION OR CONVERSION OF AN ACCESSORY DWELLING UNIT. SUCH A FEE MAY INCLUDE IMPACT FEES.",['Definition']
CO_HB_24_1152,"(b) (I) ""ELIGIBLE COSTS"" MEANS COSTS INCURRED BY A LOCAL GOVERNMENT AND DETERMINED BY THE DEPARTMENT TO BE INCURRED IN CONNECTION WITH DEVELOPING PRE-APPROVED ACCESSORY DWELLING UNIT PLANS, PROVIDING TECHNICAL ASSISTANCE TO PERSONS CONVERTING OR 

PAGE 20-HOUSE BILL 24-1152

CONSTRUCTING ACCESSORY DWELLING UNITS, OR OTHER REASONABLE AND NECESSARY FEES LEVIED BY OR COSTS BORNE BY THE LOCAL GOVERNMENT FOR THE CONSTRUCTION OR CONVERSION OF AN ACCESSORY DWELLING UNIT. 

(II) NOTWITHSTANDING SUBSECTION (10)(b)(I) OF THIS SECTION, IN ORDER FOR COSTS INCURRED BY A LOCAL GOVERNMENT IN CONNECTION WITH DEVELOPING PRE-APPROVED ACCESSORY DWELLING UNIT PLANS TO QUALIFY AS ELIGIBLE COSTS, AT LEAST ONE SUCH PRE-APPROVED ACCESSORY DWELLING UNIT PLAN MUST BE FOR AN ACCESSIBLE OR VISITABLE ACCESSORY DWELLING UNIT.",['Definition']
CO_HB_24_1152,"(C) ""FUND"" MEANS THE ACCESSORY DWELLING UNIT FEE REDUCTION AND ENCOURAGEMENT GRANT PROGRAM FUND CREATED IN SUBSECTION (7) OF THIS SECTION.",['Definition']
CO_HB_24_1152,"d) ""GRANT PROGRAM"" MEANS THE ACCESSORY DWELLING UNIT FEE REDUCTION AND ENCOURAGEMENT GRANT PROGRAM CREATED IN THIS SECTION.",['Definition']
CO_HB_24_1152,"(11) THIS SECTION IS REPEALED, EFFECTIVE DECEMBER 31, 2030.",['Repeal']
CO_HB_24_1152,"SECTION 2. In Colorado Revised Statutes, 24-32-3305, add (3.3) as follows: 

24-32-3305. Rules - advisory committee - enforcement. (3.3) THE DEPARTMENT SHALL CREATE FOR FACTORY-BUILT STRUCTURES, INCLUDING THOSE THAT WOULD BE CONSIDERED ACCESSORY DWELLING UNITS, MODEL PUBLIC SAFETY CODE REQUIREMENTS RELATED TO GEOGRAPHIC OR CLIMATIC CONDITIONS, SUCH AS WEIGHT RESTRICTIONS FOR ROOF SNOW LOADS, WIND SHEAR FACTORS, OR WILDFIRE RISK, FOR LOCAL GOVERNMENTS TO CONSIDER AND ADOPT PURSUANT TO SECTION 24-32-3318 (2)(a).","['Technical Assistance', 'Requirement', 'State Gov']"
CO_HB_24_1152,"24-46-104. Powers and duties of commission - repeal. (1) The commission has the following powers and duties: 

(q) (I) To EXPEND EIGHT MILLION DOLLARS TO CONTRACT WITH THE COLORADO HOUSING AND FINANCE AUTHORITY, CREATED IN PART 7 OF 

PAGE 21-HOUSE BILL 24-1152

ARTICLE 4 OF TITLE 29, FOR THE CREATION AND OPERATION OF ONE OR MORE OF THE FOLLOWING PROGRAMS TO BENEFIT LOW- TO MODERATE-INCOME RESIDENTS IN LOCAL GOVERNMENTS THAT HAVE BEEN CERTIFIED AS ACCESSORY DWELLING UNIT SUPPORTIVE JURISDICTIONS BY THE DEPARTMENT OF LOCAL AFFAIRS:","['Budget Amount Allocated', 'Low-Income', 'Middle-Income', 'ADU', 'Increasing Funding', 'Conditional Incentives', 'Requirement']"
CO_HB_24_1152,A) AN ACCESSORY DWELLING UNIT CREDIT ENHANCEMENT PROGRAM THAT SUPPORTS LENDERS OFFERING AFFORDABLE LOANS TO ELIGIBLE LOW- AND MODERATE-INCOME BORROWERS FOR THE CONSTRUCTION OR CONVERSION OF ACCESSORY DWELLING UNITS;,"['Increasing Funding', 'Low-Income', 'Middle-Income', 'ADU', 'Conditional Incentives']"
CO_HB_24_1152,B) A PROGRAM THAT ALLOWS FOR THE BUYING DOWN OF INTEREST RATES ON LOANS MADE TO ELIGIBLE LOW- AND MODERATE-INCOME BORROWERS IN CONNECTION WITH THE CONSTRUCTION OR CONVERSION OF ACCESSORY DWELLING UNITS;,"['Low-Income', 'Middle-Income', 'Increasing Funding', 'ADU', 'Conditional Incentives']"
CO_HB_24_1152,"(C) A PROGRAM THAT OFFERS DOWN PAYMENT ASSISTANCE IN CONNECTION WITH ACCESSORY DWELLING UNITS, PRINCIPAL REDUCTION ON LOANS TO ELIGIBLE LOW- AND MODERATE-INCOME BORROWERS MADE IN CONNECTION WITH ACCESSORY DWELLING UNITS, OR BOTH; OR","['Increasing Funding', 'Low-Income', 'Middle-Income', 'ADU', 'Conditional Incentives']"
